Tweet,Message,Match,Polarity
1010, RT   Blockchain  Neo and   blockchain    en  the largest university in Switzerland  established a long term partnership to promote,NONE,neutral
1011, RT    Post Carbon Institute at Oregon State University is making their online course    Think Resilience  Preparing Communities for th,NONE,neutral
1012, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
1013, RT    Top 10     Sites to learn Excel for free   Sites for Free Online Education   Sites for your career   Sites to review your re,"top,excel,free",positive
1014, RT    New book chapter out   University branding and the internationalization of higher education in the Baltic states  the,NONE,neutral
1015, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
1016, Faith  philanthropy and entrepreneurship are all parts of my DNA  As one who received an excellent education at NC,"faith,excellent",positive
1017, Hundreds of students in northern Ontario don t have Internet at home  can t connect with online education   CBC News,NONE,neutral
1018, RT   dfw edu  Join the UT Dallas team  See our latest job opening here     Education  Richardson  TX,NONE,neutral
1019, Imagine how many more trained medical professionals we would have right now if university education  including grad,right,positive
1020, RT     Calling all Higher Education students going to college or university this year   Apply now for your tuition fees  bursarie,NONE,neutral
1021, New book chapter out   University branding and the internationalization of higher education in the Baltic states  t,NONE,neutral
1022, Join the UT Dallas team  See our latest job opening here     Education  Richardson  TX,NONE,neutral
1023, Certificate in Practical Theology  School of Education  Diploma in Psychology and Counselling   We can not wait to,NONE,neutral
1024, Uday Samant clears doubts of Maharashtra University Students about annual examinations   Republic World,NONE,neutral
1025, RT    I left formal education when I was 18    None of the lessons I learned at school made me a millionaire    That came from,NONE,neutral
1026, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
1027, RT    If your college or university has not fully refunded room and board from the date students were asked to leave their dorms  pos,refunded,positive
1028, Post Carbon Institute at Oregon State University is making their online course    Think Resilience  Preparing Commu,NONE,neutral
1029, RT    I feel like the depth and breadth of this   story  is getting lost in the Covid stuff  but especially if y,NONE,neutral
1030, RT    Celebrate the Class of 2020  Congratulations to Mason  who plans to attend Bowling Green State University and major in hi,"celebrate,congratulations",positive
1031, RT    Virginia Commonwealth University will not refund tuition and mandatory fees  but will give students in its art school a,refund,positive
1032, RT   Blockchain  Neo and   blockchain    en  the largest university in Switzerland  established a long term partnership to promote,NONE,neutral
1033, RT    If your college or university has not fully refunded room and board from the date students were asked to leave their dorms  pos,refunded,positive
1034, RT    If your college or university has not fully refunded room and board from the date students were asked to leave their dorms  pos,refunded,positive
1035, New    Uni share their story of rapidly moving to  MicrosoftTeams to support their remote staff and students,support,positive
1036, RT    I feel like the depth and breadth of this   story  is getting lost in the Covid stuff  but especially if y,NONE,neutral
1037, RT    Moses Mwalabu grew up on the street  could ve opted for crime but  he chose education  Today he is graduate from a top u,NONE,neutral
1038, RT    The university worked through the weekend to ready a residence hall for UW Health and UnityPoint Health Meriter employe,"worked,ready",positive
1039, Faculty are working hard to make sure that students still get the high quality education that they are used,hard,negative
1040, RT   Blockchain  Neo and   blockchain    en  the largest university in Switzerland  established a long term partnership to promote,NONE,neutral
1041, During this difficult time  Adelphi University s Bridges to Adelphi program and Stephen Shore  EdD  clinical assist,difficult,negative
1042, RT     BUCovid19    to hold international online conference over Covid 19 on April 9   The theme of the conference i,NONE,neutral
1043, RT    I left formal education when I was 18    None of the lessons I learned at school made me a millionaire    That came from,NONE,neutral
1044, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
1045, RT    I feel like the depth and breadth of this   story  is getting lost in the Covid stuff  but especially if y,NONE,neutral
1046, RT    I feel like the depth and breadth of this   story  is getting lost in the Covid stuff  but especially if y,NONE,neutral
1047, RT        AlWaleed payed Obamas education at the Columbia UNiversity,NONE,neutral
1048, RT        AlWaleed payed Obamas education at the Columbia UNiversity,NONE,neutral
